Platform_X,Platform_Y,Platform_Z,Roll_deg,Pitch_deg,Yaw_deg
1.662059477071813518e+01,-8.163670630243380799e+00,2.852417852710788111e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.675062349397871486e+01,-8.163791947230990331e+00,2.852349911253323285e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.792372129580324724e+01,-8.164438633424275338e+00,2.851789291374978461e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.805436026449724451e+01,-8.164463313774177777e+00,2.851730757319312488e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.818505404519933322e+01,-8.164479017248702064e+00,2.851672596008443179e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.831580150835761600e+01,-8.164485868718422523e+00,2.851614704170482355e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.844660152442025591e+01,-8.164483993053977429e+00,2.851556978533543543e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.857745296383537337e+01,-8.164473515125969527e+00,2.851499315825737995e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.870835469705109588e+01,-8.164454559805008671e+00,2.851441612775179237e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.883930559451557585e+01,-8.164427251961740239e+00,2.851383766109977387e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.897030452667693012e+01,-8.164391716466731452e+00,2.851325672558245401e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910135036398329689e+01,-8.164348078190620583e+00,2.851267228848095669e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.923244197688281076e+01,-8.164296462004010380e+00,2.851208331707641150e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.936357823582362059e+01,-8.164236992777510693e+00,2.851148877864992528e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.949475801125383256e+01,-8.164169795381766903e+00,2.851088764048262760e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.962598017362159553e+01,-8.164094994687353335e+00,2.851027886985564805e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.975724359337504410e+01,-8.164012715564879841e+00,2.850966143405009348e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.988854714096230936e+01,-8.163923082885013116e+00,2.850903430034709345e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.001988968683152947e+01,-8.163826221518299064e+00,2.850839643602777187e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.015127010143082842e+01,-8.163722256335418592e+00,2.850774680837324695e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.028268725520835147e+01,-8.163611312206910497e+00,2.850708438466464258e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.041414001861221905e+01,-8.163493514003441476e+00,2.850640831822108794e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.054562726209056933e+01,-8.163368986595614274e+00,2.850571865438799932e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.067714785609155115e+01,-8.163237854854017428e+00,2.850501570554988007e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080870067106327070e+01,-8.163100243649303422e+00,2.850429978414040306e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.094028457745388394e+01,-8.162956277852067899e+00,2.850357120259322414e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.107189844571152548e+01,-8.162806082332892288e+00,2.850283027334199346e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.120354114628431930e+01,-8.162649781962429074e+00,2.850207730882037822e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.133521154962038935e+01,-8.162487501611295215e+00,2.850131262146202857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.146690852616788803e+01,-8.162319366150065036e+00,2.850053652370061172e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.159863094637494996e+01,-8.162145500449391022e+00,2.849974932796977782e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.173037768068969555e+01,-8.161966029379875920e+00,2.849895134670318839e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.186214759956025944e+01,-8.161781077812115370e+00,2.849814289233450495e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.199393957343478334e+01,-8.161590770616726331e+00,2.849732427729738333e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.212575247276140544e+01,-8.161395232664339972e+00,2.849649581402547938e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.225758516798824971e+01,-8.161194588825566143e+00,2.849565781495243755e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.238943652956344010e+01,-8.160988963970993382e+00,2.849481059251194210e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.252130542793512546e+01,-8.160778482971274173e+00,2.849395445913763751e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.265319073355144397e+01,-8.160563270696982840e+00,2.849308972726319098e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.278509131686051603e+01,-8.160343452018757660e+00,2.849221670932224697e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.291700604831047983e+01,-8.160119151807180060e+00,2.849133571774846132e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.304893379834947709e+01,-8.159890494932916738e+00,2.849044706497551260e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.318087343742563178e+01,-8.159657606266549124e+00,2.848955106343703392e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.331282383598708208e+01,-8.159420610678665753e+00,2.848864802556670384e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.344478386448195550e+01,-8.159179633039926216e+00,2.848773826379817820e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.357675239335840089e+01,-8.158934798220911944e+00,2.848682209056510146e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.370872829306453156e+01,-8.158686231092254104e+00,2.848589981830114084e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.384071043404849277e+01,-8.158434056524548339e+00,2.848497175943995217e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.397269768675841917e+01,-8.158178399388418711e+00,2.848403822641519128e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.410468892164244892e+01,-8.157919384554489284e+00,2.848309953166052537e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.423668300914870244e+01,-8.157657136893341487e+00,2.848215598760961029e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.436867881972531436e+01,-8.157391781275620701e+00,2.848120790669609050e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.450067522382042640e+01,-8.157123442571936778e+00,2.848025560135363889e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.463267109188218029e+01,-8.156852245652864042e+00,2.847929938401590562e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.476466529435868935e+01,-8.156578315389054978e+00,2.847833956711655787e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.489665670169809886e+01,-8.156301776651126545e+00,2.847737646308924013e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.502864418434854699e+01,-8.156022754309653067e+00,2.847641038436761391e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.516062661275815415e+01,-8.155741373235301239e+00,2.847544164338535211e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.529260285737506564e+01,-8.155457758298638282e+00,2.847447055257609350e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.542457178864741607e+01,-8.155172034370295364e+00,2.847349742437351097e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.555653227702333652e+01,-8.154884326320875232e+00,2.847252257121124330e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.568848319295094029e+01,-8.154594759021009054e+00,2.847154630552297476e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.582042340687838688e+01,-8.154303457341299577e+00,2.847056893974234981e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.595235178925381447e+01,-8.154010546152349548e+00,2.846959078630301292e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.608426721052533281e+01,-8.153716150324804346e+00,2.846861215763865403e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.621616854114109429e+01,-8.153420394729231191e+00,2.846763336618289486e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.634805465154922288e+01,-8.153123404236275462e+00,2.846665472436942537e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.647992441219785675e+01,-8.152825303716554117e+00,2.846567654463187864e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.661177669353512343e+01,-8.152526218040662798e+00,2.846469913940392757e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.674361036600917174e+01,-8.152226272079211356e+00,2.846372282111922800e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.687542430006812566e+01,-8.151925590702830959e+00,2.846274790221143576e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700721736616010915e+01,-8.151624298782124356e+00,2.846177469511421236e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.713898843473326750e+01,-8.151322521187687187e+00,2.846080351226120229e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.727073637623573887e+01,-8.151020382790164831e+00,2.845983466608608410e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.740246006111564725e+01,-8.150718008460167141e+00,2.845886846902250227e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.753415835982112725e+01,-8.150415523068282653e+00,2.845790523350411831e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.766583014280031705e+01,-8.150113051485135429e+00,2.845694527196459376e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.779747428050134772e+01,-8.149810718581342428e+00,2.845598889683757307e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.792908964337234679e+01,-8.149508649227534818e+00,2.845503642055673481e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.806067510186147373e+01,-8.149206968294272713e+00,2.845408815555572346e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.819222952641682411e+01,-8.148905800652222808e+00,2.845314441426820622e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.832375178748656097e+01,-8.148605271171980746e+00,2.845220550912782755e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.845524075551880827e+01,-8.148305504724149273e+00,2.845127175256825467e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.858669530096169709e+01,-8.148006626179331136e+00,2.845034345702314340e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.871811429426336204e+01,-8.147708760408178819e+00,2.844942093492614958e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.884949660587194131e+01,-8.147412032281295069e+00,2.844850449871094042e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.898084110623556242e+01,-8.147116566669254212e+00,2.844759446081117176e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.911214666580237065e+01,-8.146822488442715837e+00,2.844669113366048805e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.924341215502048641e+01,-8.146529922472254270e+00,2.844579482969256219e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.937463644433804433e+01,-8.146238993628507785e+00,2.844490586134104433e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.950581840420318258e+01,-8.145949826782086234e+00,2.844402454103959599e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.963695690506403935e+01,-8.145662546803613679e+00,2.844315118122187869e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.976805081736874570e+01,-8.145377278563678658e+00,2.844228609432153689e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.989909901156543270e+01,-8.145094146932891022e+00,2.844142959277224350e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.003010035810222789e+01,-8.144813276781903255e+00,2.844058198900764864e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.016105372742728008e+01,-8.144534792981282578e+00,2.843974359546141955e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.029195798998870970e+01,-8.144258820401660159e+00,2.843891472456720066e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.042281201623465847e+01,-8.143985483913667167e+00,2.843809568875865352e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.055361467661325747e+01,-8.143714908387892137e+00,2.843728680046945101e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.068436484157264488e+01,-8.143447218694952028e+00,2.843648837213322622e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.081506138156094110e+01,-8.143182539705478007e+00,2.843570071618365773e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.094570316702629498e+01,-8.142920996290058611e+00,2.843492414505439569e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.107628906841683403e+01,-8.142662713319317902e+00,2.843415897117910163e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.120681795618068577e+01,-8.142407815663872839e+00,2.843340550699142568e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.133728870076599193e+01,-8.142156428194319062e+00,2.843266406492502938e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.211884642598369055e+01,-8.140728810035383844e+00,2.842847800116139183e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.224889167056232964e+01,-8.140505490244329678e+00,2.842782393707277606e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.237887505539767119e+01,-8.140286679604095355e+00,2.842718215596644313e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.250879635576352200e+01,-8.140072502985283620e+00,2.842655258952279951e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.263865534693375992e+01,-8.139863085258497222e+00,2.842593516942223459e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.276845180418219172e+01,-8.139658551294367328e+00,2.842532982734514349e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.289818550278268106e+01,-8.139459025963496686e+00,2.842473649497193264e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.302785621800904892e+01,-8.139264634136488041e+00,2.842415510398299148e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.315746372513514473e+01,-8.139075500683972564e+00,2.842358558605872076e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.328700779943479660e+01,-8.138891750476553000e+00,2.842302787287952697e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.341648821618184684e+01,-8.138713508384860518e+00,2.842248189612579381e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.354590475065013777e+01,-8.138540899279483654e+00,2.842194758747792207e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.367525717811351171e+01,-8.138374048031046470e+00,2.842142487861631253e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.380454527384580388e+01,-8.138213079510165926e+00,2.842091370122136027e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.393376881312084947e+01,-8.138058118587458978e+00,2.842041398697347176e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.406292757121248371e+01,-8.137909290133514162e+00,2.841992566755303073e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.419202132339455602e+01,-8.137766719018969752e+00,2.841944867464044364e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.432104984494090161e+01,-8.137630530114414285e+00,2.841898293991610558e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.445001291112535569e+01,-8.137500848290486033e+00,2.841852839506041164e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.457891029722175347e+01,-8.137377798417801955e+00,2.841808497175376260e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.470774177850394437e+01,-8.137261505366936376e+00,2.841765260167655356e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.483650713024574941e+01,-8.137152094008548886e+00,2.841723121650919666e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.496520612772103220e+01,-8.137049689213213810e+00,2.841682074793205857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.509383854620361376e+01,-8.136954415851576528e+00,2.841642112762556280e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.522240416096734350e+01,-8.136866398794225574e+00,2.841603228727010446e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.535090274728603532e+01,-8.136785762911777908e+00,2.841565415854607295e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.547933408043355996e+01,-8.136712633074864698e+00,2.841528667313386904e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
